0.7,0.15,0.15,3,0.1,0.1,10,10000000000,6,1,10,26,148,12,43,0.759825327510917,2,20,7,5,0.647058823529412,4,21,2,7,0.735294117647059,20,107,3,31,0.788819875776398
0.7,0.15,0.15,3,0.01,0.1,10,10000000000,6,1,10,22,153,7,47,0.764192139737991,2,25,1,6,0.794117647058823,1,21,1,11,0.647058823529412,19,107,5,30,0.782608695652174
0.7,0.15,0.15,3,0.001,0.1,10,10000000000,6,1,10,12,125,35,57,0.59825327510917,2,19,6,7,0.617647058823529,2,22,3,7,0.705882352941177,8,84,26,43,0.571428571428571
0.7,0.15,0.15,4,0.1,0.1,10,10000000000,6,1,10,39,147,13,30,0.812227074235808,5,22,5,2,0.794117647058823,5,22,1,6,0.794117647058823,29,103,7,22,0.819875776397516
0.7,0.15,0.15,4,0.01,0.1,10,10000000000,6,1,10,37,146,14,32,0.799126637554585,3,22,1,8,0.735294117647059,4,21,2,7,0.735294117647059,30,103,11,17,0.826086956521739
0.7,0.15,0.15,4,0.001,0.1,10,10000000000,6,1,10,30,152,8,39,0.794759825327511,4,22,3,5,0.764705882352941,3,23,1,7,0.764705882352941,23,107,4,27,0.807453416149068
0.7,0.15,0.15,5,0.1,0.1,10,10000000000,6,1,10,19,154,6,50,0.755458515283843,3,18,0,13,0.617647058823529,5,21,2,6,0.764705882352941,11,115,4,31,0.782608695652174
0.7,0.15,0.15,5,0.01,0.1,10,10000000000,6,1,10,36,128,32,33,0.716157205240175,3,21,4,6,0.705882352941177,5,15,8,6,0.588235294117647,28,92,20,21,0.745341614906832
0.7,0.15,0.15,5,0.001,0.1,10,10000000000,6,1,10,32,116,44,37,0.646288209606987,4,22,6,2,0.764705882352941,6,13,9,6,0.558823529411765,22,81,29,29,0.639751552795031
0.7,0.15,0.15,3,0.1,0.1,10,10000000000,6,1,15,32,141,19,37,0.755458515283843,3,23,4,4,0.764705882352941,7,16,2,9,0.676470588235294,22,102,13,24,0.770186335403727
0.7,0.15,0.15,3,0.01,0.1,10,10000000000,6,1,15,34,150,10,35,0.803493449781659,3,21,4,6,0.705882352941177,2,21,3,8,0.676470588235294,29,108,3,21,0.850931677018634
0.7,0.15,0.15,3,0.001,0.1,10,10000000000,6,1,15,29,148,12,40,0.77292576419214,3,18,4,9,0.617647058823529,6,23,1,4,0.852941176470588,20,107,7,27,0.788819875776398
0.7,0.15,0.15,4,0.1,0.1,10,10000000000,6,1,15,24,148,12,45,0.751091703056769,2,25,3,4,0.794117647058823,2,25,1,6,0.794117647058823,20,98,8,35,0.732919254658385
0.7,0.15,0.15,4,0.01,0.1,10,10000000000,6,1,15,36,148,12,33,0.803493449781659,3,25,3,3,0.823529411764706,6,18,5,5,0.705882352941177,27,105,4,25,0.819875776397516
0.7,0.15,0.15,4,0.001,0.1,10,10000000000,6,1,15,29,146,14,40,0.764192139737991,2,19,4,9,0.617647058823529,5,19,3,7,0.705882352941177,22,108,7,24,0.807453416149068
0.7,0.15,0.15,5,0.1,0.1,10,10000000000,6,1,15,38,145,15,31,0.799126637554585,6,20,4,4,0.764705882352941,6,23,1,4,0.852941176470588,26,102,10,23,0.795031055900621
0.7,0.15,0.15,5,0.01,0.1,10,10000000000,6,1,15,35,143,17,34,0.777292576419214,3,20,4,7,0.676470588235294,5,19,5,5,0.705882352941177,27,104,8,22,0.813664596273292
0.7,0.15,0.15,5,0.001,0.1,10,10000000000,6,1,15,43,150,10,26,0.842794759825327,2,20,5,7,0.647058823529412,6,18,4,6,0.705882352941177,35,112,1,13,0.91304347826087
0.7,0.15,0.15,3,0.1,0.1,10,10000000000,6,1,20,31,147,13,38,0.777292576419214,5,18,2,9,0.676470588235294,2,22,2,8,0.705882352941177,24,107,9,21,0.813664596273292
0.7,0.15,0.15,3,0.01,0.1,10,10000000000,6,1,20,38,138,22,31,0.768558951965066,6,19,3,6,0.735294117647059,8,16,7,3,0.705882352941177,24,103,12,22,0.788819875776398
0.7,0.15,0.15,3,0.001,0.1,10,10000000000,6,1,20,15,153,7,54,0.733624454148472,2,25,0,7,0.794117647058823,3,19,3,9,0.647058823529412,10,109,4,38,0.739130434782609
0.7,0.15,0.15,4,0.1,0.1,10,10000000000,6,1,20,40,149,11,29,0.825327510917031,5,20,5,4,0.735294117647059,4,22,2,6,0.764705882352941,31,107,4,19,0.857142857142857
0.7,0.15,0.15,4,0.01,0.1,10,10000000000,6,1,20,33,157,3,36,0.829694323144105,7,19,1,7,0.764705882352941,2,23,1,8,0.735294117647059,24,115,1,21,0.863354037267081
0.7,0.15,0.15,4,0.001,0.1,10,10000000000,6,1,20,23,154,6,46,0.77292576419214,4,20,1,9,0.705882352941177,1,22,3,8,0.676470588235294,18,112,2,29,0.807453416149068
0.7,0.15,0.15,5,0.1,0.1,10,10000000000,6,1,20,48,133,27,21,0.790393013100437,3,18,6,7,0.617647058823529,6,17,7,4,0.676470588235294,39,98,14,10,0.850931677018634
0.7,0.15,0.15,5,0.01,0.1,10,10000000000,6,1,20,42,138,22,27,0.786026200873362,3,20,4,7,0.676470588235294,6,19,4,5,0.735294117647059,33,99,14,15,0.819875776397516
0.7,0.15,0.15,5,0.001,0.1,10,10000000000,6,1,20,30,150,10,39,0.786026200873362,0,22,4,8,0.647058823529412,6,21,2,5,0.794117647058823,24,107,4,26,0.813664596273292
